Course,Course URL,Subject,Last Offered,Course Title,Credits Offered,Assessment of Sustainability Focused or Inclusive,Offered to UG/G/Both or Other,Justification for classification (including quotes from syllabi/course descriptions where applicable),Description,Course Home Department,Last Catalog Year Reviewed,,"The courses were counted using catalog listings with language that is aligned with the Earth Charter, covering topics such as ecological integrity, social and economic justice, and democracy and nonviolence.  Course descriptions that included terms like ""environment,"" ""sustainable/sustainability,"" and ""energy"" were counted as Sustainability-Focused courses, and the other courses that address a topic from the Earth Charter but are not centrally-focused on sustainability were considered Sustainability-Included courses.",,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=627&p_subj=PSYC,627,,I/O Psyc Research Seminar,1 to 3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=628&p_subj=PSYC,628,,Memory Research Seminar,1,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=629&p_subj=PSYC,629,,Psycholinguistics Seminar,1,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=630&p_subj=PSYC,630,,Advanced Topics In I/O,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=631&p_subj=PSYC,631,,Individual Differences,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=632&p_subj=PSYC,632,,Leadership,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=634&p_subj=PSYC,634,,Personnel Psychology,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=635&p_subj=PSYC,635,,Multilevel Modeling,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=636&p_subj=PSYC,636,,Organizational Psychology,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=637&p_subj=PSYC,637,,Meta-Analysis,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=638&p_subj=PSYC,638,,Structural Equation Modeling,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=639&p_subj=PSYC,639,,I/O Psychology Internship,1 to 9,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=640&p_subj=PSYC,640,,Topics In Hci,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=641&p_subj=PSYC,641,,Special Topics In Hci,1 to 6,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=649&p_subj=PSYC,649,,Hf/Hci Psyc Internship,1 to 9,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=651&p_subj=PSYC,651,,Topics In Social Psychology,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=660&p_subj=PSYC,660,,Professional Issues,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=662&p_subj=PSYC,662,,Non-Traditional Interfaces,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=663&p_subj=PSYC,663,,Medical Human Factors,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=664&p_subj=PSYC,664,,Usability Assessment,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=665&p_subj=PSYC,665,,Seminar In Genes And Cognition,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=671&p_subj=PSYC,671,,Methods Cognitive Neuroscience,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=677&p_subj=PSYC,677,,Special Topics,1 to 4,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=681&p_subj=PSYC,681,,Perceptual Organization,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=699&p_subj=PSYC,699,,Capstone Experience In I-O,3,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=700&p_subj=PSYC,700,,Thesis Research,1 to 15,,G,,,,2023-2024,,,,,,
PSYC,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=800&p_subj=PSYC,800,,Dissertation Research,1 to 15,,G,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=100&p_subj=RCEL,100,,Self-Awareness & The Engineer,2,,UG,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=200&p_subj=RCEL,200,,Personal Development Eng Leadr,2,,UG,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=238&p_subj=RCEL,238,,Special Topics,1 to 4,,UG,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=241&p_subj=RCEL,241,,Internship Practicum For Engi,0 to 1,,UG,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=300&p_subj=RCEL,300,,Development Of High Performing,2,,UG,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=400&p_subj=RCEL,400,,Leading High Performing Engine,2,,UG,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=410&p_subj=RCEL,410,,Eng Launch Pad-Research,1,,UG,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=420&p_subj=RCEL,420,,Engineering Launch Pad-Indust,1,,UG,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=430&p_subj=RCEL,430,,Engineering Launch Pad-Pathway,1,,UG,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=436&p_subj=RCEL,436,,Intro To Patents & Intell Prop,1,,UG,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=440&p_subj=RCEL,440,,Engineering Launch Pad-Entrepr,1,,UG,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=450&p_subj=RCEL,450,,Project Management And Leaders,2,,UG,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=477&p_subj=RCEL,477,,Special Topics,1 to 4,,UG,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=501&p_subj=RCEL,501,,Engineering Mgmt & Leadership,3,,G,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=502&p_subj=RCEL,502,,Engineering Project Management,3,,G,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=503&p_subj=RCEL,503,,Engineering Product Management,3,,G,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=504&p_subj=RCEL,504,,Ethical-Technical Leadership,3,,G,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=505&p_subj=RCEL,505,,Leading Engineering Economics,3,,G,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=506&p_subj=RCEL,506,,Stats & Data For Engineers,3,,G,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=507&p_subj=RCEL,507,,Meml Capstone,3,,G,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=530&p_subj=RCEL,530,,Engineering Launch Pad-Pathway,1,,G,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=536&p_subj=RCEL,536,,Intro To Patents & Intell Prop,1,,G,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=610&p_subj=RCEL,610,,Ethics For Engineers,3,,G,,,,2023-2024,,,,,,
RCEL,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=677&p_subj=RCEL,677,,Special Topics,1 to 4,,G,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=007&p_subj=RELI,7,,Visiting Research,0,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=101&p_subj=RELI,101,,What Is Religion?,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=104&p_subj=RELI,104,,Intro To Jewish Mysticism,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=105&p_subj=RELI,105,,Medieval Christian Thought,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=108&p_subj=RELI,108,,Introduction To Judaism,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=109&p_subj=RELI,109,,Religion And Law,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=111&p_subj=RELI,111,,Intro African Religions,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=112&p_subj=RELI,112,,Comparing Christianities,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=113&p_subj=RELI,113,,Intro To Christianity Africa,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=116&p_subj=RELI,116,,Mysticism Throughout The Ages,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=122&p_subj=RELI,122,,The Bible And Its Interpreters,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=123&p_subj=RELI,123,,Intro To World Christianity,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=124&p_subj=RELI,124,,Religion & Art Of Happiness,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=125&p_subj=RELI,125,,Intro To Biblical Hebrew I,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=126&p_subj=RELI,126,,Intro To Biblical Hebrew Ii,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=127&p_subj=RELI,127,,Interm Biblical Hebrew Iii,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=157&p_subj=RELI,157,,Religion And Hip Hop,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=158&p_subj=RELI,158,,Liberation Theologies,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=191&p_subj=RELI,191,,Star Wars And Religion,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=203&p_subj=RELI,203,,Judaism Of Jesus And Hillel,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=213&p_subj=RELI,213,,The Prophet Jeremiah,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=215&p_subj=RELI,215,,Mystic Cinema,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=217&p_subj=RELI,217,,Shi'Ism: Assassins & Ayatullah,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=219&p_subj=RELI,219,,The Supernatural And Religion,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=223&p_subj=RELI,223,,Qur'An And Commentary,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=231&p_subj=RELI,231,,American Metaphysical Religion,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=233&p_subj=RELI,233,,Intro To Tibetan Lang & Lit,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=234&p_subj=RELI,234,,Int Tibetan Lang Lit & Culture,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=238&p_subj=RELI,238,,Special Topics,1 to 4,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=243&p_subj=RELI,243,,The Book Of Genesis,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=270&p_subj=RELI,270,,Intro Black Church In The Us,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=271&p_subj=RELI,271,,Medieval Popular Christianity,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=282&p_subj=RELI,282,,Intro To Christianity,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=294&p_subj=RELI,294,,Religion In Fiction And Film,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=300&p_subj=RELI,300,,Religions In America,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=301&p_subj=RELI,301,,Nietzsche & Religious Thought,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=302&p_subj=RELI,302,,People Of The Book,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=304&p_subj=RELI,304,,Jesus And The Gospels,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=307&p_subj=RELI,307,,Basic Coptic 1,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=308&p_subj=RELI,308,,Basic Coptic 2,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=309&p_subj=RELI,309,,Basic Coptic 3,1 to 3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=311&p_subj=RELI,311,,Religion And Hip Hop,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=312&p_subj=RELI,312,,Mlk And Malcolm X,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=318&p_subj=RELI,318,,Biography Of The Bible,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=328&p_subj=RELI,328,,Religion & Global Poverty,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=329&p_subj=RELI,329,,The Bible As Lived Experience,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=332&p_subj=RELI,332,,Adv Tibetan Language & Culture,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=333&p_subj=RELI,333,,Knowing Body/Glowing Mind,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=334&p_subj=RELI,334,,Psychology Of Religion,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=335&p_subj=RELI,335,,Medicine And The Museum,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=336&p_subj=RELI,336,,Religion & The Social Sciences,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=337&p_subj=RELI,337,,"Shamans, Saints, & Sages",3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=338&p_subj=RELI,338,,The Church Of Africa,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=339&p_subj=RELI,339,,Apocalypse Then And Now,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=340&p_subj=RELI,340,,Theology In Africa,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=341&p_subj=RELI,341,,American Judaism,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=342&p_subj=RELI,342,,New Relig Movements In Africa,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=343&p_subj=RELI,343,,Seminar On Love,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=344&p_subj=RELI,344,,End Of Life Seminar,4,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=348&p_subj=RELI,348,,Christianity & Islam In Africa,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=350&p_subj=RELI,350,,Demons/Mental Illness/Medicine,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=356&p_subj=RELI,356,,Maj Issues Contemporary Islam,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=357&p_subj=RELI,357,,Is Black Religion Religious?,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=359&p_subj=RELI,359,,Religious Tolerance,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=361&p_subj=RELI,361,,The Humanities Of Care,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=362&p_subj=RELI,362,,Religion And Science,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=363&p_subj=RELI,363,,Jewish Philosophy,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=365&p_subj=RELI,365,,Paul & The New Testament,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=367&p_subj=RELI,367,,Representing The Devil,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=368&p_subj=RELI,368,,Rise Of The Nones,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=369&p_subj=RELI,369,,Reading Richard Wright,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=371&p_subj=RELI,371,,Christianity In Global South,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=378&p_subj=RELI,378,,Buddhist Art And Literature,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=381&p_subj=RELI,381,,The Messiah,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=382&p_subj=RELI,382,,Lost Judaisms,3,,UG,,,Religion,2023-2024,,,,,,
RELI,https://courses.rice.edu/courses/!SWKSCAT.cat?p_action=CATALIST&p_acyr_code=2022&p_crse_numb=383&p_subj=RELI,383,,The Dead Sea Scrolls,3,,UG,,,Religion,2023-2024,,,,,,
